state,action,reward,next_state,done,game_name
"(First taking the newspaper.)
Taken.

You read: ""Sofia Kozyar, a dancer at Hannibal's Exotic Revue, disappeared early Friday morning after leaving her place of employment.  Ms Kozyar immigrated to the US from the Ukraine on a student visa seven years ago, then remained in this country illegally after completing her Bachelor's degree in the fine arts.  Police have no leads in this investigation.""

The other articles on the page are illegible.",e,0,"
19th Street East
A street-front window looks into Nikolai's bar.  If you want into the bar, you'll have to go back to the restaurant entrance, which is west of here.  There are no cars on this end of 19th Street.  The sidewalk is uneven.  A curb-side storm gutter empties here into a grated storm drain.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
19th Street East
A street-front window looks into Nikolai's bar.  If you want into the bar, you'll have to go back to the restaurant entrance, which is west of here.  There are no cars on this end of 19th Street.  The sidewalk is uneven.  A curb-side storm gutter empties here into a grated storm drain.",search grate,0,"Staring up at you, from a few inches below the grate, are a pair of eyes.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"Staring up at you, from a few inches below the grate, are a pair of eyes.",search window,0,"Through the window you see the Bar.

A trapezoid of light falls on the cork dance floor.

Behind the bar is a dinky two basin sink with an attached faucet.  In the rinse basin is some ice.

A middle-aged woman, slight in build, is seated at the bar counter.  She has fallen fast asleep.

You also see a stereo.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"Through the window you see the Bar.

A trapezoid of light falls on the cork dance floor.

Behind the bar is a dinky two basin sink with an attached faucet.  In the rinse basin is some ice.

A middle-aged woman, slight in build, is seated at the bar counter.  She has fallen fast asleep.

You also see a stereo.",knock on window,0,"You knock.  Angela wakes, looking startled.  When she sees you motioning at the window, she stands.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"You knock.  Angela wakes, looking startled.  When she sees you motioning at the window, she stands.",put all in curb,0,"newspaper: Done.
notepad: Done.
pair of eyes: You need to be holding the pair of eyes before you can put them into something else.
ice: You can only look from this distance.

Angela moves to the dining room.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
19th Street
An aluminum placard is fixed to the front door.

Angela arrives from the bar and unlocks the door.",put newspaper in cars,0,"You put the newspaper into the other cars.

Angela opens the door.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"(first opening the front door)

Dining Room
The restaurant area of Nikolai's is relatively small:  no more than a dozen four top tables, many still littered with yesterday's crumbs.  A larger bar area--the primary source of revenue here--lies to the east.  A rickety staircase leads to small balcony outside Nikolai's office loft.  A wide mirror is mounted on the wall high above, right near his office entrance.

On the south end of the room, a long window provides an unattractive view of the street.  The galley kitchen is north of here.

An aluminum placard is fixed to the front door.

Angela is gaunt and anemic.  She struggles to remain alert.

An obese man (Nikolai, the owner?) watches you from the balcony.

""Who's there?  Tell him we're closed"" Nikolai growls in disgust.

Angela cowers, ""I think he's the man from the health department.""  She looks at you ""We're not open right now.""

Nikolai growls again, ""We were just inspected six months ago.  Tell him to go away.""  Without waiting for an answer from either you or Angela, Nikolai turns back into his office and closes the door.

Angela shrugs helplessly, and begins cleaning the dining room.

[Nikolai's sanitation rating has dropped three points.]",put newspaper down,0,"Dropped.

Angela begins wiping tables.

Angela says, ""You mustn't take Nikolai too seriously.  He's really a very good man.  It's just... he acts kind of grumpy sometimes because of his affliction.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"The tables are four tops.  None of twelve tables have been cleaned since last night.

Angela begins wiping tables.

Angela says, ""You mustn't take Nikolai too seriously.  He's really a very good man.  It's just... he acts kind of grumpy sometimes because of his affliction.",note tables,2,"You write, ""Dining room tables require cleaning."" in the notebook.

[Nikolai's sanitation rating has dropped two points.]",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"You write, ""Dining room tables require cleaning."" in the notebook.

[Nikolai's sanitation rating has dropped two points.]",ask angela about affliction,0,"Angela whispers, ""When Nikolai started gaining a lot of weight, about fifteen years ago, his doctor diagnosed him with the affliction.  You know, that blood sugar disease?  He takes insulin for it, I think.""",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"Angela whispers, ""When Nikolai started gaining a lot of weight, about fifteen years ago, his doctor diagnosed him with the affliction.  You know, that blood sugar disease?  He takes insulin for it, I think.""",e,0,"
Bar
Sunlight from the 19th Street window (south) casts an bright trapezoid across the cork dance floor.  In every other corner, the brick walls of this unpretentious watering hole are marked by shadows.  If you don't mind risking ptomaine poisoning, Nikolai's dining room is to the west.  Otherwise, the unisex lavatory is north through a low ceiling tunnel.

A set of Naugahyde stools are pushed against the linoleum bar.

Behind the bar is a dinky two basin sink with an attached faucet.  In the rinse basin is some ice.

Beside the sink is a personal stereo (held together largely with duct tape).",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Bar
Sunlight from the 19th Street window (south) casts an bright trapezoid across the cork dance floor.  In every other corner, the brick walls of this unpretentious watering hole are marked by shadows.  If you don't mind risking ptomaine poisoning, Nikolai's dining room is to the west.  Otherwise, the unisex lavatory is north through a low ceiling tunnel.

A set of Naugahyde stools are pushed against the linoleum bar.

Behind the bar is a dinky two basin sink with an attached faucet.  In the rinse basin is some ice.

Beside the sink is a personal stereo (held together largely with duct tape).",put newspaper in rinse,0,You put the newspaper into the rinse basin.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
"While sifting through the ice in the rinse basin, you pause in horror.  Buried near the drain is a severed human hand.",examine cork,0,The dance floor isn't very large but you imagine it doesn't need to be.  People don't come to Nikolai's to dance.  They come to get soused.  The floor is discolored by water marks and mold.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
"(the severed left hand)
Taken.

[Nikolai's sanitation rating has dropped five points.]",put newspaper on stools,0,You put the newspaper on the bar stool.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
